"age","female","race","mean (food)","se (food)","sd (food)","mean (food, counterfactual)","se (food, counterfactual)","sd (food, counterfactual)","outcome","pathway","disease_type","disease_type1","disease_type2","disease_type3","riskfactor","means","sd.devs","medians","LB","UB"
35,1,2,0.4,0.07,0.38,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0489846041164213,0.00365179201402247,0.0509325922230711,0.0450798834564158,0.0512335348857745
35,1,3,0.78,0.07,0.65,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0323141078960545,0.0110132472319353,0.0346045542922893,0.0210491815027729,0.0416321548525365
35,1,4,0.44,0.09,0.41,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0559079020460072,0.00733394751444453,0.0577635222285353,0.0483213319424414,0.061917194994424
35,0,1,0.5,0.05,0.46,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.044592256389463,0.0153569383692329,0.040102840568483,0.0323864608823819,0.0606140553443772
35,0,2,0.37,0.07,0.35,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0521899178978584,0.0097317912220248,0.0492947031140317,0.0444872992903994,0.0623534690715702
35,0,3,0.75,0.07,0.64,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.027316061431136,0.00392367210563322,0.0276356605001794,0.0234620290223803,0.0308984346312047
35,0,4,0.65,0.11,0.57,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0234761124961426,0.012240016891951,0.0204552086476643,0.0134006968880024,0.0361192963754895
45,1,1,0.39,0.05,0.37,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0399694766685654,0.015887458718044,0.0448632994068984,0.0233434540630807,0.052435749946467
45,1,2,0.41,0.06,0.38,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0457650463137867,0.0121436706013925,0.039663203789756,0.0379713761486271,0.0587452826243723
45,1,3,0.63,0.07,0.55,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0313923250687881,0.00333034166854758,0.0301025133750552,0.0289599368459021,0.0349210532313471
45,1,4,0.5,0.06,0.45,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0450568262647124,0.019428587031681,0.0527056210195394,0.0244548138086835,0.0591573631791384
45,0,1,0.53,0.06,0.48,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0368282463772289,0.0139127315488103,0.0418359589713676,0.0221414065211573,0.0472585305282825
45,0,2,0.52,0.1,0.47,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0399774786719662,0.00447197518919526,0.0425001851525966,0.035198437900398,0.0426122189349986
45,0,3,0.89,0.09,0.74,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0253636940122167,0.00773967743400331,0.0267980803576599,0.0174967072502883,0.0320114523805185
45,0,4,0.47,0.08,0.43,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.037878714986646,0.0114993090154223,0.0425765108863142,0.0256643665414829,0.0460999369170912
55,1,1,0.42,0.06,0.39,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0496994716086384,0.0156102905883665,0.0510544272447322,0.0343357968306048,0.0639114340959923
55,1,2,0.46,0.06,0.43,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0431605957743289,0.00691880932629105,0.0432437203763471,0.0365527547490566,0.0496977808878859
55,1,3,0.58,0.08,0.51,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0266500985484621,0.00819088679150661,0.0223968001664557,0.0215076243714489,0.0354078763501808
55,1,4,0.61,0.1,0.53,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0390092529847053,0.0050531162596855,0.0375745870963606,0.0349658975979504,0.0442720743765531
55,0,1,0.52,0.07,0.47,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0271184032126202,0.00694502486539927,0.0248726332956007,0.0217390722341891,0.0344066386205179
55,0,2,0.5,0.06,0.45,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0346022342331007,0.00928251290350471,0.0295019360389783,0.0290138067975231,0.0445259151336823
55,0,3,0.83,0.1,0.7,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0357954043703333,0.0053181257199775,0.0385463380136808,0.0301093363137502,0.039143178830071
55,0,4,0.74,0.12,0.64,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0309446340304246,0.00961427197862334,0.0257028394547385,0.0251210742620698,0.0412237191881125
65,1,1,0.44,0.07,0.41,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0485738357158456,0.0145544258751669,0.0544603990560335,0.0331212571733032,0.0590228354192282
65,1,2,0.55,0.06,0.5,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0387873623630127,0.00310067961864321,0.0374665411773943,0.0366108338406263,0.0420865888931748
65,1,3,0.77,0.16,0.67,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0261664417491003,0.0119390770710936,0.0214837437773826,0.0174888110168821,0.0388243657572784
65,1,4,0.58,0.07,0.52,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0347513988875593,0.00475428268788206,0.0341758630575804,0.0305043223732198,0.0394876808573808
65,0,1,0.42,0.05,0.39,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0496110617363298,0.00435936238265814,0.049285740590829,0.0456165868221506,0.0538820596241847
65,0,2,0.51,0.1,0.47,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0513413012682554,0.0110057105272268,0.0561634662429233,0.0396183941196554,0.0589653681883878
65,0,3,0.85,0.08,0.73,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0294148257531733,0.00411069990616468,0.0310839189835695,0.0250496950371284,0.0323612272233813
65,0,4,0.94,0.13,0.78,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0329231517700557,0.00811687862961446,0.0294406699315779,0.0272442168963362,0.0415621962064812
75,1,1,0.45,0.05,0.42,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0523870405586432,0.00159469203700024,0.0530373140903818,0.050693326220084,0.0535280223952245
75,1,2,0.69,0.16,0.59,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0252198947257379,0.00862450550275338,0.0225102250421988,0.0184873420555899,0.0342556666268941
75,1,3,0.63,0.09,0.56,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0334504374945471,0.0181303806936831,0.0288210322960288,0.0186204635652233,0.0522154058426116
75,1,4,0.52,0.16,0.49,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0311580397995732,0.0115907824711547,0.0297324605533774,0.0208153090997061,0.0427125128587068
75,0,1,0.42,0.05,0.39,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0401107137912018,0.00130085260394746,0.0405799337410012,0.0387373274643627,0.0410852631607115
75,0,2,0.63,0.09,0.54,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0313283949444157,0.0132100576266393,0.0349836359001638,0.0175910042924388,0.0419588307840068
75,0,3,0.91,0.12,0.77,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0321836728158059,0.00377442148938094,0.0341635573249466,0.0281478618271911,0.0345365819716512
75,0,4,0.56,0.14,0.5,1.75,0,0.175,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0379571654936669,0.00994458728213013,0.0328772405647864,0.0316435082045786,0.0485887589723036
25,1,1,0.49,0.04,0.45,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,1,2,0.45,0.07,0.42,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,1,3,0.63,0.04,0.56,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,1,4,0.49,0.09,0.46,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,1,0.52,0.05,0.48,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,2,0.41,0.08,0.39,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,3,0.76,0.07,0.66,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,4,0.56,0.06,0.5,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,1,0.46,0.05,0.43,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,2,0.4,0.07,0.38,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,3,0.78,0.07,0.65,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,4,0.44,0.09,0.41,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,1,0.5,0.05,0.46,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,2,0.37,0.07,0.35,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,3,0.75,0.07,0.64,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,4,0.65,0.11,0.57,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,1,0.39,0.05,0.37,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,2,0.41,0.06,0.38,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,3,0.63,0.07,0.55,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,4,0.5,0.06,0.45,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,1,0.53,0.06,0.48,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,2,0.52,0.1,0.47,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,3,0.89,0.09,0.74,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,4,0.47,0.08,0.43,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,1,0.42,0.06,0.39,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,2,0.46,0.06,0.43,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,3,0.58,0.08,0.51,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,4,0.61,0.1,0.53,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,1,0.52,0.07,0.47,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,2,0.5,0.06,0.45,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,3,0.83,0.1,0.7,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,4,0.74,0.12,0.64,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,1,0.44,0.07,0.41,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,2,0.55,0.06,0.5,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,3,0.77,0.16,0.67,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,4,0.58,0.07,0.52,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,1,0.42,0.05,0.39,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,2,0.51,0.1,0.47,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,3,0.85,0.08,0.73,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,4,0.94,0.13,0.78,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,1,1,0.45,0.05,0.42,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,1,2,0.69,0.16,0.59,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,1,3,0.63,0.09,0.56,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,1,4,0.52,0.16,0.49,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,0,1,0.42,0.05,0.39,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,0,2,0.63,0.09,0.54,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,0,3,0.91,0.12,0.77,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,0,4,0.56,0.14,0.5,1.75,0,0.175,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,1,1,0.49,0.04,0.45,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,1,2,0.45,0.07,0.42,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,1,3,0.63,0.04,0.56,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,1,4,0.49,0.09,0.46,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,1,0.52,0.05,0.48,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,2,0.41,0.08,0.39,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,3,0.76,0.07,0.66,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,4,0.56,0.06,0.5,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,1,0.46,0.05,0.43,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,2,0.4,0.07,0.38,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,3,0.78,0.07,0.65,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,4,0.44,0.09,0.41,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,1,0.5,0.05,0.46,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,2,0.37,0.07,0.35,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,3,0.75,0.07,0.64,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,4,0.65,0.11,0.57,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,1,0.39,0.05,0.37,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,2,0.41,0.06,0.38,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,3,0.63,0.07,0.55,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,4,0.5,0.06,0.45,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,1,0.53,0.06,0.48,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,2,0.52,0.1,0.47,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,3,0.89,0.09,0.74,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,4,0.47,0.08,0.43,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,1,0.42,0.06,0.39,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,2,0.46,0.06,0.43,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,3,0.58,0.08,0.51,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,4,0.61,0.1,0.53,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,1,0.52,0.07,0.47,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,2,0.5,0.06,0.45,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,3,0.83,0.1,0.7,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,4,0.74,0.12,0.64,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,1,0.44,0.07,0.41,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,2,0.55,0.06,0.5,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,3,0.77,0.16,0.67,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,4,0.58,0.07,0.52,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,1,0.42,0.05,0.39,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,2,0.51,0.1,0.47,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,3,0.85,0.08,0.73,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,4,0.94,0.13,0.78,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,1,1,0.45,0.05,0.42,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,1,2,0.69,0.16,0.59,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,1,3,0.63,0.09,0.56,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,1,4,0.52,0.16,0.49,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,0,1,0.42,0.05,0.39,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,0,2,0.63,0.09,0.54,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,0,3,0.91,0.12,0.77,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
75,0,4,0.56,0.14,0.5,1.75,0,0.175,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,1,1,0.49,0.04,0.45,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,1,2,0.45,0.07,0.42,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,1,3,0.63,0.04,0.56,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,1,4,0.49,0.09,0.46,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,1,0.52,0.05,0.48,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,2,0.41,0.08,0.39,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,3,0.76,0.07,0.66,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
25,0,4,0.56,0.06,0.5,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,1,0.46,0.05,0.43,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,2,0.4,0.07,0.38,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,3,0.78,0.07,0.65,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,1,4,0.44,0.09,0.41,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,1,0.5,0.05,0.46,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,2,0.37,0.07,0.35,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,3,0.75,0.07,0.64,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
35,0,4,0.65,0.11,0.57,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,1,0.39,0.05,0.37,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,2,0.41,0.06,0.38,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,3,0.63,0.07,0.55,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,1,4,0.5,0.06,0.45,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,1,0.53,0.06,0.48,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,2,0.52,0.1,0.47,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,3,0.89,0.09,0.74,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
45,0,4,0.47,0.08,0.43,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,1,0.42,0.06,0.39,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,2,0.46,0.06,0.43,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,3,0.58,0.08,0.51,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,1,4,0.61,0.1,0.53,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,1,0.52,0.07,0.47,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,2,0.5,0.06,0.45,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,3,0.83,0.1,0.7,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
55,0,4,0.74,0.12,0.64,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,1,0.44,0.07,0.41,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,2,0.55,0.06,0.5,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,3,0.77,0.16,0.67,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,1,4,0.58,0.07,0.52,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,1,0.42,0.05,0.39,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,2,0.51,0.1,0.47,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,3,0.85,0.08,0.73,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
65,0,4,0.94,0.13,0.78,1.75,0,0.175,"BC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0,0,0,0,0
