"age","female","outcome","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
35,0,"PC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"PVD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"PVD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"PVD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"PVD","medBMI","leg_tot",0.104254108978319,0.0705028179028894,0.141506234072921,0.0288678150287347,0.147976096597492,0.00613192228535039,0.00251087460193053,0.0070841971564587,0.00347420867166838,0.00798020225859032,0.70841971564587,0.347420867166838,0.798020225859032,0.000526067305493178,0.000355757943809796,0.000714041911621053,0.000145667291356355,0.000746688904421307
35,0,"PVD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"PVD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"RHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"RHD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"RHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"RHD","medBMI","leg_tot",0.313149312815544,0.044934922628544,0.290688028536665,0.284214315431027,0.361176401837109,0.00775826747357149,0.00118855773427667,0.00831158601835452,0.00648981080978988,0.00855640337428752,0.831158601835452,0.648981080978988,0.855640337428752,0.00158015465121066,0.000226742081452718,0.00146681477986838,0.00143414835699648,0.00182249983606577
35,0,"RHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"RHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"SCC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"SCC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"SCC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"SCC","medBMI","leg_tot",0.53197005005498,0.302770222615572,0.539213547026334,0.241321594954488,0.816461532729821,0.00288715611817454,0.00185427990467628,0.00273178611248669,0.00119626640305552,0.00471011033812824,0.273178611248669,0.119626640305552,0.471011033812824,0.0026843263404965,0.00152778165537885,0.00272087710066712,0.00121771124859381,0.00411987328625417
35,0,"SCC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"SCC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"SCNC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"SCNC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"SCNC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"SCNC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"SCNC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"SCNC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"TC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"TC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"TC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"TC","medBMI","leg_tot",1.29911769406532,0.587141895727489,1.30968781227144,0.736908387920781,1.85234239973465,0.000824503968540756,0.000375488100847068,0.00083415636716982,0.000463776409577589,0.00117702698866922,0.083415636716982,0.0463776409577589,0.117702698866922,0.00655536123739333,0.00296272404085053,0.00660869816250768,0.00371844729985104,0.00934693878858841
35,0,"TC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"TC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"UC","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,0,"UC","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,0,"UC","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,0,"UC","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,0,"UC","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,0,"UC","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"AA","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"AA","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"AA","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"AA","medBMI","leg_tot",0.735745917270839,0.248223265452139,0.812890355619,0.475849237359384,0.930069824586357,0.00824796315225743,0.00201273142762195,0.00849397987509356,0.00624205405173449,0.0100447580383697,0.849397987509356,0.624205405173449,1.00447580383697,0.00349651450231498,0.00117964126893808,0.00386313107622387,0.0022613972028745,0.0044200077139329
35,1,"AA","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"AA","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"AFF","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"AFF","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"AFF","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"AFF","medBMI","leg_tot",0.180634493524055,0.0827334932985784,0.159216536928936,0.113141055993574,0.266333194160387,0.00869652133345892,0.00245782743764037,0.00878320264064267,0.00632583503272267,0.010993528523089,0.878320264064267,0.632583503272267,1.0993528523089,0.000858436467534866,0.000393177661411569,0.00075665106297214,0.000537684727570343,0.00126570580137771
35,1,"AFF","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"AFF","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"APCA","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"APCA","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"APCA","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"APCA","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"APCA","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"APCA","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"BC","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"BC","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"BC","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"BC","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"BC","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"BC","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,1,"CC","direct","dairy_tot",250.302000550125,20.7033901452545,259.554116522862,228.234325731988,264.505376791435,0.0758591774420637,0.00790454145623791,0.0773131179160777,0.0678278238843123,0.0826546815969032,7.73131179160777,6.78278238843123,8.26546815969032,1.18952012418683,0.0983895420833433,1.23348932186281,1.08464703794504,1.25701939240404
35,1,"CC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"CC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"CC","medBMI","leg_tot",4.09292314895839,0.478534589557267,4.03475143473826,3.66556450166817,4.56972775333572,0.00123686351606664,0.000118379268214928,0.00119890133540835,0.00114496107299811,0.00136103381269471,0.119890133540835,0.114496107299811,0.136103381269471,0.0194509610060474,0.00227415890862552,0.0191745092614701,0.0174200075574945,0.0217168984374912
35,1,"CC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"CC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"CM","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"CM","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"CM","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"CM","medBMI","leg_tot",2.65991166556855,0.396897836993695,2.74684650652709,2.25275721630608,2.99317150001628,0.00862106437713722,0.00174641416832702,0.00879679134152678,0.00689359814736345,0.0101991626871799,0.879679134152678,0.689359814736345,1.01991626871799,0.0126408037003264,0.00188619333170563,0.0130539475928477,0.0107058674633588,0.0142245676286508
35,1,"CM","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"CM","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"DIAB","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"DIAB","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"DIAB","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"DIAB","medBMI","leg_tot",15.0432118999118,5.09220708770056,14.9971466973301,10.2253413349569,19.9002378870611,0.0202909162767449,0.00682559155490275,0.0201101634118811,0.0138851297292513,0.0268503427593727,2.01101634118811,1.38851297292513,2.68503427593727,0.0714904525254422,0.0241998976997135,0.071271535036268,0.0485942951629541,0.0945726897537282
35,1,"DIAB","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"DIAB","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ECA","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ECA","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ECA","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ECA","medBMI","leg_tot",0.0591101681555385,0.0183088402656841,0.0639648187190891,0.0401183279663541,0.073975555365705,0.00955768455856155,0.00378850893691647,0.00983164662962061,0.00584923189097843,0.0130332694657445,0.983164662962061,0.584923189097843,1.30332694657445,0.000280911596433685,8.70098277228596e-05,0.000303982544842194,0.000190655921086611,0.000351556965633527
35,1,"ECA","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ECA","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ENDO","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ENDO","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ENDO","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ENDO","medBMI","leg_tot",0.558754487100239,0.140444878286443,0.571633856949018,0.420279549739391,0.686281960089624,0.00818047185240148,0.00224433322326187,0.00938882349858276,0.00578076053985618,0.00955308426569268,0.938882349858276,0.578076053985618,0.955308426569269,0.00265539110923856,0.000667441765121803,0.00271659824936647,0.00199731117250528,0.00326144497686311
35,1,"ENDO","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ENDO","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"GC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"GC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"GC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"GC","medBMI","leg_tot",0.289721266929627,0.149234131284997,0.317689541598357,0.137942104646734,0.417727395744099,0.0027983266276303,0.000765407308908092,0.00317902399042749,0.00198030748556525,0.00329275301131774,0.317902399042749,0.198030748556525,0.329275301131774,0.00137685386716948,0.000709211280728436,0.00150976860809891,0.000655547734693861,0.00198518246985507
35,1,"GC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"GC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"HHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"HHD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"HHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"HHD","medBMI","leg_tot",7.38647730792425,4.01759493577314,5.92948550434954,4.38210563761273,11.6292920112743,0.0147616938342702,0.00823016393868119,0.0117590614679704,0.00861967217472129,0.023455953005174,1.17590614679704,0.861967217472129,2.3455953005174,0.0351030490579948,0.0190929757510117,0.0281789291256001,0.0208252544158514,0.0552663456426737
35,1,"HHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"HHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"HSTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"HSTK","direct","leg_tot",20.9181563278591,2.9366798931497,20.3307343829903,18.4201435392318,23.9154777696248,0.0448252168715809,0.00612220646398745,0.0429570919652601,0.0400098246674665,0.0512285152460681,4.29570919652601,4.00098246674665,5.12285152460681,0.0994101839305579,0.0139561003248828,0.0966185553248152,0.0875387786840258,0.113654473491971
35,1,"HSTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"HSTK","medBMI","leg_tot",4.32057511211229,0.496143210714765,4.09907024707369,3.98003410403814,4.84939525546925,0.00927136281025837,0.00118389999895774,0.00866098264128257,0.00852440362003658,0.0105371451441096,0.866098264128257,0.852440362003658,1.05371451441096,0.0205328404592162,0.00235784105730987,0.0194801741042146,0.0189144739206956,0.023045973399488
35,1,"HSTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"HSTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"IHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"IHD","direct","leg_tot",13.5175104235687,1.47660926682067,14.0824185499865,11.9538749939486,14.6009739457336,0.0120713531909364,0.00130828421292179,0.0125012592641741,0.0106971623818807,0.0130801238377399,1.25012592641741,1.06971623818807,1.30801238377399,0.0642398008901259,0.00701734878100666,0.0669244361835468,0.0568088742241915,0.0693887875566525
35,1,"IHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"IHD","medBMI","leg_tot",7.6895112755954,2.01876667511569,6.72992057352461,6.34954175322965,9.84513289472131,0.00687062508451319,0.00182515891059429,0.0059742921017648,0.00568229845847631,0.00882083474588621,0.59742921017648,0.568229845847631,0.882083474588621,0.0365431694008796,0.00959386493439936,0.0319828684500801,0.0301751790965757,0.0467874155133632
35,1,"IHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"IHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ISTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ISTK","direct","leg_tot",4.85572437931443,1.17536647816724,4.89788481353588,3.72174692605587,5.95386546348476,0.0391136365931579,0.00661415707389687,0.0404074193075501,0.0323711437303588,0.0447564141487238,4.04074193075501,3.23711437303588,4.47564141487238,0.0230760515457504,0.00558574072920586,0.023276412249383,0.017687005521106,0.0282947909723071
35,1,"ISTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ISTK","medBMI","leg_tot",1.46835469662408,0.385096996502947,1.27008715218761,1.22515465378613,1.88008215223303,0.0118297502101152,0.00220882005152026,0.0110870750175501,0.0101379377658857,0.0141528365680251,1.10870750175501,1.01379377658857,1.41528365680251,0.00697812025968533,0.00183011172942035,0.00603588554497294,0.00582235105079757,0.00893478897607863
35,1,"ISTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"ISTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"KC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"KC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"KC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"KC","medBMI","leg_tot",5.86154797128855,1.42138695609785,5.67187559267252,4.60088819594441,7.28342926845633,0.00403658210988596,0.000937563179161128,0.00378786170293041,0.0032754278144285,0.00500914875125564,0.378786170293041,0.32754278144285,0.500914875125564,0.0278560668928331,0.00675491360364286,0.0269546793255333,0.021864983444723,0.0346133297731481
35,1,"KC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"KC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"LC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"LC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"LC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"LC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"LC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"LC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"LVC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"LVC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"LVC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"LVC","medBMI","leg_tot",0.873563997734384,0.170269144608676,0.928308226746011,0.694938906020244,1.00565649478864,0.00471027215529325,0.00184033182056654,0.00538094250966665,0.00276627714956796,0.00608419735980114,0.538094250966665,0.276627714956796,0.608419735980114,0.00415147283196428,0.000809176808794777,0.00441163600265129,0.00330258572434351,0.00477922124450108
35,1,"LVC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"LVC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"MLPC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"MLPC","direct","leg_tot",8.49761410090816,2.68648355283085,8.49216929978036,5.94777269748802,11.0520835852869,0.0125626300704497,0.00404535994030914,0.0129325391792583,0.00857439572645073,0.0162364416719613,1.29325391792583,0.857439572645073,1.62364416719613,0.0403835485069558,0.0127670823340035,0.0403576729626155,0.0282658360788218,0.0525232551477792
35,1,"MLPC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"MLPC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"MLPC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"MLPC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"MMC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"MMC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"MMC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"MMC","medBMI","leg_tot",0.450799617727342,0.0652632723101901,0.453251332384698,0.387790350474165,0.511724927521768,0.00174878055024904,0.000145368963883998,0.00166988604716803,0.00166041464962112,0.00190420677849581,0.166988604716803,0.166041464962112,0.190420677849581,0.00214235290202972,0.000310153237339827,0.00215400428283083,0.00184291146231613,0.00243189066806237
35,1,"MMC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"MMC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OC","medBMI","leg_tot",0.776437180363275,0.207783516623882,0.840590241215363,0.55896495632625,0.939379302676026,0.000656478380809967,0.000192775944004694,0.000766950287994078,0.000450535356839408,0.00076852028367403,0.0766950287994078,0.0450535356839408,0.076852028367403,0.00368989320572387,0.000987457846741904,0.00399477034112039,0.00265639133048854,0.00446424951587215
35,1,"OC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OSTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OSTK","direct","leg_tot",6.6579099878654,1.53651798545448,6.82478724759163,5.13376612385251,8.04020818111099,0.0404197055808341,0.0103482222680447,0.0412829328125341,0.0302477094831781,0.0498579585315452,4.12829328125341,3.02477094831781,4.98579585315452,0.0316406496879134,0.00730205536054873,0.0324337071076592,0.0243974003554489,0.0382098002135938
35,1,"OSTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OSTK","medBMI","leg_tot",1.64572129811733,0.263021215179106,1.61868692677424,1.40833263231881,1.90608917955749,0.00992116282163008,0.00131690759461178,0.00979138853978629,0.00872981893028758,0.0112228148525398,0.979138853978629,0.872981893028758,1.12228148525398,0.00782102659431768,0.00124996615231194,0.00769255007920126,0.00669287502301348,0.00905838320347083
35,1,"OSTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OSTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OTH","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OTH","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OTH","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OTH","medBMI","leg_tot",3.69765284541307,1.10326081661591,4.04095546044707,2.54242534962613,4.5610731184211,0.00884367301234994,0.00259408197545088,0.00974357935585596,0.00611068018058236,0.0108117454521374,0.974357935585596,0.611068018058236,1.08117454521374,0.0175725022660965,0.00524307013410634,0.0192039928988976,0.0120824688215682,0.0216757686727438
35,1,"OTH","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"OTH","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"PC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"PC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"PC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"PC","medBMI","leg_tot",0.670710248635204,0.0910226486855283,0.654669400163802,0.592069097573645,0.762986120897455,0.00157155142041587,0.000243757601097629,0.00164921533994547,0.0013159642929665,0.00176112421626508,0.164921533994547,0.13159642929665,0.176112421626508,0.0031874429149445,0.000432570543304713,0.00311121135457411,0.00281371345384813,0.00362596920235569
35,1,"PC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"PC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"PVD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"PVD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"PVD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"PVD","medBMI","leg_tot",0.199852251712909,0.0454364213838687,0.20123492067821,0.156115009192849,0.242414225612462,0.00935362497405717,0.00173027426200494,0.0100499124807714,0.00751699232599793,0.0105984132414093,1.00499124807714,0.751699232599793,1.05984132414093,0.000949765781951672,0.000215929307350148,0.000956336694512099,0.000741911549705405,0.00115203473852157
35,1,"PVD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"PVD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
